Marque,Modèle,Année,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Peugeot,3008,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,280000.0,42499.5,3.0
Peugeot,208,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,Dédouanée,147000.0,7499.5,2.0
Peugeot,208,2018.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,123000.0,104999.5,7.0
BMW,Série 5,2011.0,Diesel,12.0,5.0,Oui,Très bon,Automatique,Dédouanée,165000.0,274999.5,14.0
Toyota,Corolla,2015.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,120000.0,224999.5,10.0
Volkswagen,Touareg,2019.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,330000.0,224999.5,6.0
BMW,Série 2,2018.0,Diesel,8.0,3.0,Non,Excellent,Automatique,WW au Maroc,260000.0,124999.5,7.0
Mercedes-Benz,220,2003.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,90000.0,324999.5,22.0
Volkswagen,Golf 7,2018.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,178000.0,114999.5,7.0
Renault,Kangoo,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,132000.0,97499.5,4.0
Alfa Romeo,Tonale,2023.0,Hybride,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,355000.0,17499.5,2.0
Volkswagen,Golf 7,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,172000.0,134999.5,5.0
BMW,Série 3,2003.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,75000.0,224999.5,22.0
DS,DS4,2023.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,340000.0,62499.5,2.0
Renault,Megane,2003.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,60000.0,274999.5,22.0
Dacia,Logan,2022.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,140000.0,62499.5,3.0
Hyundai,i40,2015.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,130000.0,164999.5,10.0
Dacia,Logan,2006.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,Dédouanée,65000.0,2499.5,19.0
Renault,Captur,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,198000.0,27499.5,4.0
Ssangyong,Rexton,2005.0,Diesel,11.0,5.0,Non,Très bon,Manuelle,WW au Maroc,15000.0,194999.5,20.0
Ford,Fusion,2017.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,157000.0,104999.5,8.0
Opel,Grandland,2024.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,285000.0,12499.5,1.0
Peugeot,508,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,155000.0,164999.5,6.0
Renault,Megane,2024.0,Diesel,6.0,5.0,Oui,Neuf,Automatique,WW au Maroc,268000.0,2499.5,1.0
Volkswagen,Golf 5,2006.0,Essence,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,67000.0,184999.5,19.0
Toyota,C-HR,2017.0,Hybride,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,189000.0,72499.5,8.0
Mercedes-Benz,Classe E,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,335000.0,124999.5,7.0
Audi,A6,2020.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,325000.0,194999.5,5.0
Dacia,Duster,2022.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,92499.5,3.0
Fiat,Tipo,2020.0,Diesel,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,116000.0,134999.5,5.0
Ford,Ka,2012.0,Essence,7.0,3.0,Oui,Très bon,Manuelle,Dédouanée,68000.0,82499.5,13.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,123000.0,124999.5,4.0
Hyundai,Elantra,1997.0,Essence,9.0,5.0,Non,Bon,Manuelle,Dédouanée,30000.0,114999.5,28.0
Ford,Fiesta,2018.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,105000.0,224999.5,7.0
Dacia,Duster,2022.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,WW au Maroc,208000.0,62499.5,3.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,250000.0,67499.5,7.0
Volkswagen,Golf 2,1992.0,Diesel,6.0,5.0,Non,Bon,Manuelle,Dédouanée,50000.0,47499.5,33.0
Peugeot,2008,2016.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,128000.0,154999.5,9.0
Peugeot,3008,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,310000.0,37499.5,4.0
Peugeot,Expert,2019.0,Diesel,6.0,5.0,Non,Neuf,Manuelle,WW au Maroc,204000.0,124999.5,6.0
Dacia,Duster,2015.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,129000.0,104999.5,10.0
Ford,Kuga,2013.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,143000.0,224999.5,12.0
Dacia,Logan,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,123000.0,72499.5,4.0
Mercedes-Benz,Classe E,2019.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,370000.0,32499.5,6.0
Dacia,Duster,2018.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,135000.0,144999.5,7.0
BMW,Série 5,2012.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,180000.0,184999.5,13.0
Ford,Fiesta,2016.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,108000.0,174999.5,9.0
Toyota,Corolla Cross,2022.0,Hybride,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,300000.0,62499.5,3.0
Fiat,500,2023.0,Essence,7.0,3.0,Oui,Excellent,Automatique,WW au Maroc,145000.0,32499.5,2.0
Jaguar,XF,2015.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,165000.0,194999.5,10.0
Citroen,C4,2012.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,93000.0,224999.5,13.0
Toyota,Auris,2008.0,Diesel,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,80000.0,274999.5,17.0
Citroen,C4,2016.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,140000.0,17499.5,9.0
Renault,Clio,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,103000.0,114999.5,5.0
Mercedes-Benz,Classe E,2020.0,Diesel,9.0,5.0,Oui,Très bon,Automatique,WW au Maroc,405000.0,184999.5,5.0
Hyundai,Creta,2021.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,238000.0,77499.5,4.0
Dacia,Duster,2014.0,Diesel,14.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,125000.0,12499.5,11.0
Dacia,Logan,2007.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,63000.0,27499.5,18.0
Fiat,500,2023.0,Essence,6.0,3.0,Oui,Excellent,Automatique,WW au Maroc,150000.0,32499.5,2.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,102000.0,124999.5,5.0
Volkswagen,Touareg,2013.0,Diesel,11.0,5.0,Non,Excellent,Automatique,WW au Maroc,138000.0,184999.5,12.0
Audi,A6,2012.0,Diesel,12.0,5.0,Non,Excellent,Automatique,WW au Maroc,140000.0,224999.5,13.0
Hyundai,Tucson,2021.0,Diesel,7.0,5.0,Non,Excellent,Automatique,WW au Maroc,300000.0,72499.5,4.0
Dacia,Dokker,2018.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,130000.0,184999.5,7.0
Hyundai,Kona,2024.0,Hybride,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,299000.0,17499.5,1.0
Mercedes-Benz,Classe C,2017.0,Diesel,9.0,5.0,Non,Excellent,Automatique,Dédouanée,340000.0,104999.5,8.0
BMW,X3,2006.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,92000.0,184999.5,19.0
Porsche,Cayenne,2012.0,Diesel,12.0,5.0,Non,Excellent,Automatique,WW au Maroc,190000.0,224999.5,13.0
BMW,Série 4,2016.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,255000.0,224999.5,9.0
Chevrolet,Spark,2012.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,58000.0,12499.5,13.0
Audi,Q5,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,349000.0,174999.5,7.0
Hyundai,i10,2012.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,50000.0,174999.5,13.0
Renault,Koleos,2019.0,Essence,14.0,5.0,Oui,Excellent,Automatique,Dédouanée,165000.0,82499.5,6.0
Volkswagen,Golf 7,2016.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,155000.0,184999.5,9.0
Mercedes-Benz,220,2002.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,100000.0,22499.5,23.0
BMW,X5,2015.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,280000.0,134999.5,10.0
Opel,Astra,2020.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,175000.0,82499.5,5.0
Citroen,C-Elysée,2016.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,89000.0,224999.5,9.0
Dacia,Duster,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,170000.0,124999.5,5.0
Ford,C-Max,2013.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,125000.0,224999.5,12.0
Peugeot,Tepee,2010.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,91000.0,2499.5,15.0
Dacia,Logan,2023.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,137000.0,92499.5,2.0
Volkswagen,Passat,2009.0,Diesel,8.0,5.0,Non,Bon,Automatique,Dédouanée,90000.0,37499.5,16.0
Peugeot,2008,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,240000.0,97499.5,5.0
Volkswagen,Caddy,2020.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,WW au Maroc,160000.0,97499.5,5.0
Hyundai,Tucson,2023.0,Diesel,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,335000.0,52499.5,2.0
Kia,Sorento,2011.0,Diesel,9.0,5.0,Non,Excellent,Automatique,WW au Maroc,88000.0,194999.5,14.0
Ssangyong,Rexton,2005.0,Diesel,11.0,5.0,Oui,Bon,Automatique,WW au Maroc,55000.0,224999.5,20.0
Audi,Q3,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,195000.0,12499.5,9.0
Opel,Grandland,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,192000.0,57499.5,5.0
Hyundai,i40,2013.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,107000.0,224999.5,12.0
Renault,19,1994.0,Essence,4.0,5.0,Non,Très bon,Manuelle,Dédouanée,35000.0,324999.5,31.0
Nissan,Qashqai,2025.0,Hybride,10.0,5.0,Oui,Neuf,Automatique,WW au Maroc,365000.0,2499.5,0.0
Hyundai,Tucson,2022.0,Diesel,6.0,5.0,Oui,Bon,Automatique,WW au Maroc,315000.0,184999.5,3.0
Volkswagen,Golf 4,1998.0,Diesel,8.0,5.0,Non,Excellent,Manuelle,Importée neuve,68000.0,194999.5,27.0
Volkswagen,Touareg,2015.0,Diesel,12.0,5.0,Oui,Excellent,Automatique,WW au Maroc,179000.0,82499.5,10.0
Seat,Leon,2016.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,185000.0,144999.5,9.0
Peugeot,208,2023.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,174000.0,22499.5,2.0
Opel,Corsa,2020.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,150000.0,92499.5,5.0
Dacia,Logan,2023.0,Essence,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,115000.0,67499.5,2.0
Volkswagen,Polo,2006.0,Diesel,8.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,60000.0,144999.5,19.0
Hyundai,ix35,2013.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,165000.0,194999.5,12.0
Renault,Clio,2022.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,140000.0,92499.5,3.0
Renault,Megane,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,159000.0,144999.5,6.0
Mercedes-Benz,190,1992.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,45000.0,22499.5,33.0
Peugeot,208,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,112000.0,134999.5,6.0
Dacia,Duster,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,98000.0,194999.5,11.0
Dacia,Logan,2009.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,60000.0,2499.5,16.0
Toyota,Corolla,2020.0,Hybride,10.0,5.0,Oui,Excellent,Automatique,WW au Maroc,199000.0,77499.5,5.0
Renault,Clio,2023.0,Diesel,6.0,5.0,Non,Neuf,Manuelle,WW au Maroc,158000.0,72499.5,2.0
Peugeot,206,2007.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,51000.0,224999.5,18.0
Volvo,XC60,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,329000.0,114999.5,4.0
Suzuki,Grand Vitara,2012.0,Essence,9.0,3.0,Non,Excellent,Manuelle,WW au Maroc,72000.0,164999.5,13.0
Ford,Kuga,2018.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,180000.0,194999.5,7.0
Renault,R4,1980.0,Essence,5.0,5.0,Non,Très bon,Manuelle,WW au Maroc,80000.0,22499.5,45.0
Ford,Focus,2017.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,138000.0,144999.5,8.0
Peugeot,3008,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,280000.0,114999.5,4.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,219000.0,97499.5,7.0
Renault,Clio,2019.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,113000.0,134999.5,6.0
Renault,Clio,2008.0,Diesel,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,66000.0,224999.5,17.0
Renault,Clio,2011.0,Essence,7.0,5.0,Oui,Excellent,Manuelle,Dédouanée,63000.0,154999.5,14.0
BMW,Série 4,2014.0,Diesel,8.0,3.0,Non,Très bon,Automatique,WW au Maroc,220000.0,174999.5,11.0
Citroen,C4,2008.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,68000.0,27499.5,17.0
Ford,Fiesta,2008.0,Essence,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,53000.0,194999.5,17.0
Land Rover,Range Rover Evoque,2016.0,Diesel,9.0,5.0,Non,Très bon,Automatique,WW au Maroc,200000.0,104999.5,9.0
Renault,Koleos,2018.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,220000.0,77499.5,7.0
Mercedes-Benz,Classe B,2007.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Dédouanée,90000.0,124999.5,18.0
Hyundai,i10,2009.0,Essence,6.0,5.0,Non,Neuf,Manuelle,WW au Maroc,64000.0,7499.5,16.0
Hyundai,Tucson,2023.0,Diesel,6.0,5.0,Oui,Neuf,Automatique,WW au Maroc,273000.0,27499.5,2.0
Kia,Picanto,2015.0,Essence,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,81000.0,124999.5,10.0
Dacia,Duster,2019.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,152000.0,134999.5,6.0
Hyundai,Tucson,2023.0,Diesel,6.0,5.0,Oui,Neuf,Automatique,WW au Maroc,290000.0,32499.5,2.0
Kia,Carens,2006.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,42000.0,17499.5,19.0
Suzuki,SX 4,2013.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,77000.0,17499.5,12.0
Mercedes-Benz,Classe A,2020.0,Diesel,6.0,5.0,Oui,Très bon,Automatique,Dédouanée,315000.0,104999.5,5.0
Volkswagen,Tiguan,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,350000.0,62499.5,4.0
Audi,Q3,2022.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,WW au Maroc,365000.0,42499.5,3.0
Mercedes-Benz,Classe C,2008.0,Diesel,9.0,5.0,Non,Excellent,Manuelle,Importée neuve,128000.0,324999.5,17.0
Hyundai,Accent,2021.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,148000.0,124999.5,4.0
Renault,Express,2023.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,155000.0,47499.5,2.0
Mercedes-Benz,220,2016.0,Diesel,9.0,5.0,Oui,Très bon,Automatique,WW au Maroc,248000.0,104999.5,9.0
Audi,A4,2017.0,Diesel,8.0,5.0,Non,Bon,Automatique,WW au Maroc,230000.0,114999.5,8.0
BMW,X3,2015.0,Diesel,10.0,5.0,Non,Excellent,Automatique,WW au Maroc,225000.0,134999.5,10.0
Hyundai,Bayon,2023.0,Hybride,6.0,5.0,Non,Bon,Automatique,WW au Maroc,215000.0,17499.5,2.0
Peugeot,208,2017.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,125000.0,97499.5,8.0
Citroen,Saxo,1998.0,Essence,6.0,5.0,Non,Très bon,Automatique,Dédouanée,34000.0,12499.5,27.0
Hyundai,Accent,2023.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,148000.0,72499.5,2.0
Volvo,XC60,2022.0,Diesel,8.0,5.0,Oui,Très bon,Automatique,WW au Maroc,410000.0,104999.5,3.0
Renault,Clio,2023.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,160000.0,57499.5,2.0
Renault,Kangoo,2010.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,Dédouanée,113000.0,274999.5,15.0
Volkswagen,Tiguan,2022.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,Dédouanée,360000.0,97499.5,3.0
Nissan,Qashqai,2016.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,178000.0,144999.5,9.0
Dacia,Logan,2021.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,127000.0,104999.5,4.0
Renault,Captur,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,220000.0,37499.5,3.0
Renault,Clio,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,128000.0,97499.5,8.0
Mercedes-Benz,Classe E,2021.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,380000.0,82499.5,4.0
Hyundai,i10,2024.0,Essence,6.0,5.0,Oui,Excellent,Automatique,WW au Maroc,160000.0,2499.5,1.0
Volkswagen,Touareg,2022.0,Diesel,12.0,5.0,Oui,Excellent,Automatique,WW au Maroc,390000.0,92499.5,3.0
Dacia,Sandero,2024.0,Diesel,6.0,5.0,Oui,Neuf,Manuelle,WW au Maroc,144000.0,37499.5,1.0
Dacia,Logan,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,94000.0,134999.5,11.0
Toyota,Corolla,2021.0,Hybride,8.0,5.0,Non,Très bon,Automatique,WW au Maroc,194000.0,144999.5,4.0
Audi,A5,2010.0,Diesel,8.0,5.0,Non,Excellent,Automatique,Importée neuve,120000.0,274999.5,15.0
Opel,Astra,2012.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,112000.0,164999.5,13.0
Renault,Clio,2016.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,98000.0,144999.5,9.0
Kia,Picanto,2017.0,Essence,5.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,93000.0,114999.5,8.0
Audi,Q5,2010.0,Diesel,11.0,5.0,Non,Très bon,Automatique,WW au Maroc,115000.0,274999.5,15.0
Volkswagen,Touareg,2010.0,Diesel,10.0,5.0,Non,Excellent,Manuelle,Dédouanée,95000.0,194999.5,15.0
Renault,Clio,2021.0,Diesel,6.0,5.0,Non,Très bon,Automatique,WW au Maroc,152000.0,134999.5,4.0
Opel,Astra,2019.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,160000.0,97499.5,6.0
Audi,A1,2012.0,Diesel,6.0,3.0,Oui,Très bon,Manuelle,WW au Maroc,115000.0,144999.5,13.0
Ford,Kuga,2015.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,137000.0,194999.5,10.0
Renault,Express,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,150000.0,184999.5,3.0
Volkswagen,Passat,2008.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,Dédouanée,98000.0,37499.5,17.0
Jeep,Cherokee,2016.0,Diesel,12.0,5.0,Non,Très bon,Automatique,WW au Maroc,165000.0,134999.5,9.0
Ford,C-Max,2012.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,115000.0,12499.5,13.0
Citroen,C-Elysée,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,100000.0,114999.5,6.0
Renault,Clio,2019.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,125000.0,7499.5,6.0
Dacia,Dokker,2020.0,Diesel,6.0,5.0,Oui,Correct,Manuelle,WW au Maroc,117000.0,154999.5,5.0
Peugeot,405,1996.0,Diesel,7.0,5.0,Non,Bon,Manuelle,Dédouanée,33000.0,184999.5,29.0
Renault,Megane,2012.0,Diesel,6.0,3.0,Non,Très bon,Manuelle,WW au Maroc,90000.0,154999.5,13.0
Toyota,Corolla,2006.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,73000.0,27499.5,19.0
Volkswagen,Touareg,2016.0,Diesel,12.0,5.0,Oui,Très bon,Automatique,WW au Maroc,198000.0,144999.5,9.0
Ford,Fiesta,2013.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,107000.0,194999.5,12.0
Volkswagen,Passat CC,2021.0,Diesel,5.0,5.0,Non,Excellent,Manuelle,WW au Maroc,122000.0,124999.5,4.0
Renault,Scenic,2004.0,Essence,9.0,5.0,Non,Très bon,Manuelle,Dédouanée,55000.0,224999.5,21.0
Ford,C-Max,2017.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,135000.0,224999.5,8.0
Peugeot,208,2015.0,Essence,7.0,5.0,Non,Excellent,Manuelle,WW au Maroc,83000.0,144999.5,10.0
Peugeot,308,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,195000.0,62499.5,5.0
Dacia,Logan,2022.0,Diesel,6.0,5.0,Oui,Excellent,Manuelle,WW au Maroc,137000.0,92499.5,3.0
Volvo,S70,1998.0,Essence,14.0,5.0,Non,Bon,Automatique,WW au Maroc,35000.0,224999.5,27.0
Renault,Express,2024.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,162000.0,12499.5,1.0
Volkswagen,Tiguan,2018.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,240000.0,154999.5,7.0
Ford,Focus,2012.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,13000.0,224999.5,13.0
Volkswagen,Tiguan,2016.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,260000.0,62499.5,9.0
Ford,Fiesta,2019.0,Diesel,6.0,5.0,Non,Bon,Manuelle,WW au Maroc,120000.0,154999.5,6.0
Audi,Q5,2016.0,Diesel,8.0,5.0,Non,Excellent,Automatique,WW au Maroc,265000.0,114999.5,9.0
Opel,Astra,2007.0,Diesel,7.0,5.0,Non,Très bon,Manuelle,WW au Maroc,75000.0,324999.5,18.0
Peugeot,208,2019.0,Diesel,7.0,5.0,Non,Neuf,Manuelle,WW au Maroc,112000.0,82499.5,6.0
Dacia,Sandero,2009.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,62000.0,194999.5,16.0
Renault,Talisman,2017.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,168000.0,194999.5,8.0
Fiat,Doblo,2017.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,105000.0,194999.5,8.0
Dacia,Dokker,2014.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,103000.0,274999.5,11.0
Dacia,Duster,2011.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,115000.0,224999.5,14.0
Mercedes-Benz,Classe C,2017.0,Diesel,9.0,5.0,Oui,Excellent,Automatique,Importée neuve,376000.0,174999.5,8.0
Nissan,Juke,2025.0,Essence,6.0,5.0,Non,Neuf,Automatique,WW au Maroc,284900.0,2499.5,0.0
Hyundai,i30,2021.0,Diesel,6.0,5.0,Non,Excellent,Manuelle,WW au Maroc,190000.0,42499.5,4.0
Volkswagen,Jetta,2013.0,Diesel,8.0,5.0,Oui,Excellent,Manuelle,Dédouanée,129000.0,224999.5,12.0
Mercedes-Benz,Classe A,2009.0,Diesel,8.0,5.0,Non,Bon,Manuelle,Dédouanée,98000.0,134999.5,16.0
Ford,Kuga,2014.0,Diesel,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,140000.0,274999.5,11.0
Renault,Kadjar,2017.0,Diesel,6.0,5.0,Non,Très bon,Manuelle,WW au Maroc,170000.0,154999.5,8.0
Honda,Civic,2010.0,Essence,9.0,5.0,Non,Neuf,Automatique,WW au Maroc,88000.0,224999.5,15.0
Dacia,Logan,2020.0,Diesel,6.0,5.0,Oui,Très bon,Manuelle,WW au Maroc,130000.0,97499.5,5.0
Nissan,Qashqai,2014.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,WW au Maroc,153000.0,114999.5,11.0
Porsche,Cayenne,2012.0,Essence,28.0,5.0,Non,Bon,Automatique,Importée neuve,200000.0,114999.5,13.0
Fiat,Uno,1999.0,Diesel,7.0,5.0,Non,Bon,Manuelle,WW au Maroc,20000.0,97499.5,26.0
Peugeot,308,2009.0,Essence,8.0,5.0,Non,Très bon,Manuelle,WW au Maroc,51000.0,324999.5,16.0
Opel,Astra,2020.0,Diesel,6.0,5.0,Non,Excellent,Automatique,WW au Maroc,175000.0,104999.5,5.0
Fiat,500,2021.0,Essence,6.0,3.0,Oui,Neuf,Automatique,WW au Maroc,137000.0,52499.5,4.0
Mercedes-Benz,Classe A,2021.0,Diesel,8.0,5.0,Oui,Excellent,Automatique,Dédouanée,410000.0,144999.5,4.0
