Marque,Modèle,Type de carburant,Puissance fiscale,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix,average_km,Âge
Fiat,Palio,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,28000,324999.5,26
Land Rover,Freelander,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,47000,224999.5,23
Volkswagen,Passat,Diesel,6.0,5,Oui,Excellent,Automatique,Dédouanée,239000,114999.5,3
Dacia,Duster,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,112000,174999.5,13
Mini,Cooper,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,150000,124999.5,10
Peugeot,206,Diesel,7.0,5,Non,Correct,Manuelle,WW au Maroc,39000,22499.5,25
Peugeot,3008,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,205000,104999.5,7
Skoda,Yeti,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,150000,224999.5,9
Peugeot,208,Essence,6.0,5,Non,Excellent,Manuelle,Importée neuve,85000,17499.5,11
Skoda,Octavia,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,120000,194999.5,13
Peugeot,301,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,122000,82499.5,3
Nissan,Navara,Diesel,9.0,5,Non,Excellent,Automatique,Pas encore dédouanée,160000,164999.5,11
Fiat,Doblo,Diesel,5.0,5,Non,Très bon,Manuelle,WW au Maroc,117000,82499.5,4
Volkswagen,T-Roc,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,320000,97499.5,3
Renault,Megane,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,142000,144999.5,8
Seat,Leon,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,275000,52499.5,1
Jeep,Compass,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,235000,42499.5,4
Fiat,Doblo,Diesel,5.0,3,Oui,Neuf,Manuelle,WW au Maroc,118000,2499.5,1
Hyundai,i20,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,138000,2499.5,3
Audi,A4,Diesel,8.0,5,Oui,Bon,Manuelle,Dédouanée,65000,194999.5,20
Volkswagen,Polo,Diesel,8.0,5,Oui,Bon,Manuelle,WW au Maroc,17000,224999.5,25
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,305000,174999.5,5
Volvo,XC60,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,326000,87499.5,5
Kia,Sportage,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,11000,224999.5,14
Renault,Kangoo,Diesel,6.0,3,Non,Très bon,Manuelle,WW au Maroc,138000,154999.5,8
Volkswagen,Polo,Essence,11.0,5,Non,Très bon,Automatique,Dédouanée,255000,104999.5,5
Fiat,500,Essence,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,119000,57499.5,3
Renault,Espace,Diesel,9.0,5,Non,Très bon,Manuelle,Dédouanée,73000,184999.5,20
Opel,Corsa,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,150000,92499.5,5
Nissan,Juke,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,215000,37499.5,3
Opel,Astra,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,165000,12499.5,6
Opel,Corsa,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,69000,184999.5,13
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,230000,47499.5,5
Audi,A8,Essence,12.0,5,Oui,Bon,Automatique,WW au Maroc,28000,274999.5,18
Renault,Kadjar,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,205000,27499.5,4
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,330000,27499.5,2
Mercedes-Benz,Classe B,Diesel,8.0,5,Non,Bon,Manuelle,Dédouanée,89000,194999.5,16
Ford,Fiesta,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,104999.5,6
Alfa Romeo,159,Diesel,10.0,5,Non,Excellent,Manuelle,WW au Maroc,150000,82499.5,16
Mercedes-Benz,220,Diesel,9.0,5,Oui,Excellent,Automatique,Dédouanée,132000,22499.5,20
Peugeot,3008,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,106000,194999.5,14
Honda,Civic,Essence,9.0,5,Non,Bon,Manuelle,WW au Maroc,32000,174999.5,27
Renault,Captur,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,15200,87499.5,6
Citroen,C3,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,145000,27499.5,5
Nissan,Micra,Diesel,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,130000,154999.5,7
Peugeot,2008,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,144000,104999.5,6
Toyota,Corolla Verso,Diesel,8.0,5,Non,Très bon,Manuelle,Pas encore dédouanée,29000,224999.5,17
Volkswagen,Polo,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,110000,22499.5,9
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,127000,164999.5,5
Renault,Clio,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,35000,194999.5,29
Renault,Grand Scenic,Diesel,6.0,5,Non,Excellent,Manuelle,Dédouanée,100000,104999.5,16
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,69000,12499.5,12
Renault,Clio,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,87000,134999.5,9
Land Rover,Range Rover Sport,Diesel,12.0,5,Oui,Excellent,Automatique,WW au Maroc,339000,184999.5,8
Citroen,C3,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,49000,324999.5,22
Dacia,Logan,Diesel,5.0,5,Oui,Excellent,Manuelle,WW au Maroc,135000,134999.5,3
Dacia,Sandero,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,161000,22499.5,3
Opel,Corsa,Essence,7.0,5,Non,Bon,Manuelle,WW au Maroc,55000,27499.5,17
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,350000,72499.5,5
Hyundai,Tucson,Hybride,11.0,5,Oui,Bon,Automatique,WW au Maroc,310000,27499.5,3
BMW,Série 2,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,170000,144999.5,10
Peugeot,2008,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,225000,67499.5,3
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,147000,62499.5,3
Audi,A7,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,240000,144999.5,9
Jeep,Grand Cherokee,Diesel,12.0,5,Non,Bon,Automatique,WW au Maroc,65000,2499.5,20
Land Rover,Range Rover Evoque,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,228000,134999.5,8
Skoda,Scala,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,192000,87499.5,4
Peugeot,508,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,225000,62499.5,5
Renault,Megane,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,197000,92499.5,4
Toyota,Corolla,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,125000,184999.5,11
Audi,Q7,Essence,24.0,5,Non,Bon,Automatique,WW au Maroc,70000,224999.5,17
Renault,Clio,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,140000,22499.5,5
Dacia,Duster,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,147000,104999.5,7
Peugeot,301,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,95000,164999.5,8
Ford,Kuga,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,132000,324999.5,11
Peugeot,3008,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,280000,2499.5,3
Dacia,Logan,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,75000,32499.5,5
Audi,A6,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,230000,144999.5,9
Toyota,Yaris,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,110000,104999.5,7
Volkswagen,Golf 7,Diesel,8.0,5,Non,Excellent,Automatique,Importée neuve,189000,184999.5,9
Seat,Leon,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,158000,154999.5,6
Renault,Megane,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,95000,274999.5,14
Honda,Civic,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,150000,144999.5,9
Dacia,Duster,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,164900,114999.5,6
Mercedes-Benz,Classe CLS,Diesel,12.0,5,Non,Excellent,Automatique,Importée neuve,320000,62499.5,12
Volkswagen,Eos,Diesel,8.0,3,Oui,Excellent,Manuelle,WW au Maroc,195000,144999.5,8
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,348000,194999.5,7
Renault,Clio,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,136000,82499.5,4
Peugeot,206,Diesel,7.0,3,Oui,Excellent,Manuelle,Dédouanée,43000,2499.5,25
Kia,Niro,Hybride,6.0,5,Oui,Excellent,Automatique,WW au Maroc,198000,72499.5,3
Honda,Jazz,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,43000,154999.5,21
Dacia,Duster,Diesel,6.0,5,Oui,Bon,Automatique,WW au Maroc,168000,124999.5,5
BMW,Série 5,Essence,14.0,5,Oui,Excellent,Automatique,WW au Maroc,125000,134999.5,14
Opel,Astra,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,165000,97499.5,5
Skoda,Kodiaq,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,300000,72499.5,4
Peugeot,3008,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,257000,92499.5,5
BMW,Série 3,Essence,7.0,5,Non,Correct,Manuelle,WW au Maroc,28000,82499.5,18
Renault,Kangoo,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,123000,114999.5,6
Volkswagen,Golf 6,Diesel,10.0,5,Non,Excellent,Automatique,Dédouanée,130000,154999.5,14
Volvo,S90,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,310000,62499.5,8
Volkswagen,Polo,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,160000,104999.5,4
Mercedes-Benz,Classe C,Diesel,9.0,5,Oui,Excellent,Automatique,Pas encore dédouanée,300000,224999.5,10
Dacia,Sandero,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,64000,274999.5,10
Audi,A3,Essence,10.0,5,Non,Très bon,Automatique,WW au Maroc,144000,82499.5,12
Dacia,Duster,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,187000,97499.5,4
Honda,Accord,Essence,11.0,5,Non,Très bon,Manuelle,WW au Maroc,100000,224999.5,14
Volkswagen,Tiguan,Diesel,8.0,5,Non,Très bon,Manuelle,WW au Maroc,166000,12499.5,11
Skoda,Octavia,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,169000,114999.5,8
Toyota,Corolla,Essence,7.0,5,Non,Excellent,Manuelle,WW au Maroc,84000,154999.5,18
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,148000,77499.5,4
Mitsubishi,L200,Diesel,10.0,3,Non,Excellent,Manuelle,WW au Maroc,175000,7499.5,7
Toyota,Corolla Cross,Hybride,10.0,5,Oui,Excellent,Automatique,WW au Maroc,305000,32499.5,2
Peugeot,206,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,55000,224999.5,15
Mercedes-Benz,220,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,49000,22499.5,25
Renault,Kadjar,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,224000,124999.5,5
Seat,Leon,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,155000,154999.5,6
Citroen,Xsara,Diesel,7.0,5,Non,Bon,Manuelle,Dédouanée,42000,324999.5,22
Hyundai,Tucson,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,280000,104999.5,5
Peugeot,2008,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,335000,97499.5,4
Opel,Insignia,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,128000,224999.5,12
Mercedes-Benz,220,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,135000,154999.5,16
Peugeot,208,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,157000,57499.5,3
Ford,Ranger,Diesel,9.0,5,Non,Très bon,Automatique,WW au Maroc,147000,144999.5,11
Dacia,Sandero,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,70000,92499.5,5
Hyundai,ix35,Diesel,7.0,5,Oui,Excellent,Manuelle,WW au Maroc,100000,124999.5,9
Audi,A3,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,125000,164999.5,13
Volvo,V40,Diesel,10.0,5,Non,Bon,Automatique,WW au Maroc,96000,22499.5,14
Honda,Civic,Essence,9.0,5,Non,Bon,Manuelle,WW au Maroc,38000,324999.5,25
Peugeot,208,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,140000,47499.5,5
Peugeot,307,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,60000,324999.5,23
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,125000,104999.5,8
Ford,Mondeo,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,95000,224999.5,14
Ford,Fusion,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,113000,194999.5,9
Peugeot,301,Essence,6.0,5,Non,Très bon,Manuelle,WW au Maroc,60000,164999.5,12
Fiat,Uno,Diesel,7.0,5,Non,Bon,Manuelle,WW au Maroc,24000,274999.5,24
Hyundai,Tucson,Diesel,7.0,5,Non,Neuf,Automatique,WW au Maroc,207000,104999.5,8
Seat,Leon,Diesel,8.0,5,Non,Bon,Automatique,Dédouanée,185000,194999.5,6
Nissan,Qashqai,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,118000,224999.5,13
Dacia,Lodgy,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,170000,42499.5,1
Dacia,Duster,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,155000,194999.5,6
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,53000,274999.5,22
Volkswagen,Tiguan,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,160000,224999.5,12
Audi,A5,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,249000,194999.5,8
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,155000,97499.5,4
Dacia,Logan,Diesel,6.0,5,Non,Bon,Manuelle,Dédouanée,93000,224999.5,11
Mercedes-Benz,220,Diesel,9.0,5,Non,Neuf,Automatique,Dédouanée,240000,224999.5,10
Mini,CountryMan,Diesel,6.0,5,Non,Très bon,Manuelle,Dédouanée,115000,114999.5,14
Mitsubishi,Lancer,Essence,7.0,5,Non,Excellent,Automatique,WW au Maroc,52000,194999.5,18
Volkswagen,Caddy,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,167000,134999.5,5
Peugeot,2008,Essence,6.0,5,Oui,Excellent,Automatique,WW au Maroc,240000,2499.5,2
Mitsubishi,L200,Diesel,8.0,3,Oui,Très bon,Manuelle,WW au Maroc,127000,194999.5,13
Peugeot,5008,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,350000,42499.5,3
Volkswagen,Golf 8,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,332000,62499.5,5
Seat,Toledo,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,125000,224999.5,11
Dacia,Duster,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,153000,134999.5,5
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Manuelle,WW au Maroc,169000,164999.5,9
Volkswagen,Golf 7,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,260000,224999.5,9
Ford,Focus,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,120000,174999.5,11
Ford,Kuga,Diesel,6.0,5,Oui,Très bon,Automatique,WW au Maroc,235000,104999.5,4
Volkswagen,Touran,Diesel,6.0,5,Non,Pour Pièces,Automatique,Dédouanée,185000,27499.5,9
Renault,Master,Diesel,9.0,5,Non,Bon,Manuelle,WW au Maroc,238000,124999.5,4
Volkswagen,Tiguan,Diesel,8.0,5,Oui,Excellent,Automatique,Dédouanée,350000,114999.5,4
Audi,A3,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,190000,164999.5,9
Opel,Mokka,Essence,6.0,5,Oui,Neuf,Automatique,WW au Maroc,240000,32499.5,1
Peugeot,Tepee,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,150000,104999.5,7
Audi,A7,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,235000,144999.5,9
Nissan,X-Trail,Diesel,9.0,5,Non,Très bon,Manuelle,WW au Maroc,58000,224999.5,18
Peugeot,301,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,98000,194999.5,7
Dacia,Logan,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,70000,144999.5,12
Dacia,Logan,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,137000,12499.5,3
Hyundai,Santa Fe,Diesel,8.0,5,Oui,Neuf,Automatique,WW au Maroc,184000,154999.5,8
Fiat,Punto,Essence,7.0,5,Non,Excellent,Manuelle,WW au Maroc,52000,32499.5,16
Peugeot,2008,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,245000,67499.5,5
Chevrolet,Cruze,Diesel,9.0,5,Non,Très bon,Manuelle,WW au Maroc,82000,92499.5,15
Audi,A4,Diesel,8.0,5,Oui,Très bon,Automatique,WW au Maroc,260000,124999.5,7
Chevrolet,Optra,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,38000,104999.5,18
Hyundai,i10,Essence,6.0,5,Oui,Neuf,Automatique,WW au Maroc,142000,2499.5,0
Peugeot,208,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,115000,144999.5,6
Mazda,Mazda 2,Essence,8.0,5,Non,Très bon,Manuelle,WW au Maroc,62000,57499.5,17
Volkswagen,Polo,Diesel,5.0,5,Non,Très bon,Manuelle,Dédouanée,100000,144999.5,12
Land Rover,Discovery,Diesel,12.0,5,Non,Très bon,Automatique,WW au Maroc,165000,194999.5,13
Land Rover,Range Rover Evoque,Diesel,9.0,5,Non,Excellent,Automatique,WW au Maroc,195000,164999.5,12
Toyota,Corolla,Diesel,5.0,5,Non,Excellent,Manuelle,WW au Maroc,155000,12499.5,8
Land Rover,Range Rover Sport,Diesel,12.0,5,Non,Excellent,Automatique,WW au Maroc,295000,174999.5,9
Opel,Agila,Essence,6.0,5,Non,Bon,Manuelle,Dédouanée,47000,184999.5,25
Peugeot,301,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,119000,134999.5,4
Kia,Sportage,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,210000,134999.5,5
Ford,Focus,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,125000,224999.5,13
Toyota,RAV 4,Diesel,9.0,5,Non,Très bon,Manuelle,WW au Maroc,98000,224999.5,16
Volvo,S90,Diesel,8.0,5,Non,Excellent,Automatique,WW au Maroc,339000,82499.5,4
Kia,Soul,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,118000,164999.5,8
Mercedes-Benz,270,Diesel,11.0,5,Non,Très bon,Automatique,Dédouanée,52000,224999.5,22
Peugeot,2008,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,262000,42499.5,3
Peugeot,508,Diesel,6.0,5,Non,Très bon,Manuelle,Dédouanée,106000,274999.5,12
Fiat,Punto,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,78000,22499.5,7
Fiat,Tipo,Diesel,7.0,5,Non,Très bon,Manuelle,Dédouanée,21000,194999.5,30
Toyota,Corolla,Hybride,10.0,5,Oui,Excellent,Automatique,WW au Maroc,225000,77499.5,4
Nissan,Qashqai,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,180000,124999.5,9
Honda,Jazz,Essence,8.0,5,Non,Excellent,Manuelle,Dédouanée,57000,2499.5,18
BMW,X3,Diesel,8.0,5,Non,Correct,Manuelle,WW au Maroc,80000,224999.5,18
Fiat,Fiorino,Diesel,5.0,3,Oui,Très bon,Manuelle,Dédouanée,97000,174999.5,7
Suzuki,Alto,Essence,6.0,5,Non,Excellent,Manuelle,WW au Maroc,36000,154999.5,0
Kia,Sportage,Diesel,8.0,5,Non,Excellent,Manuelle,WW au Maroc,100000,224999.5,14
Nissan,Qashqai,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,182000,134999.5,7
Dacia,Dokker,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,145000,27499.5,6
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,108000,164999.5,7
Mercedes-Benz,Classe C,Diesel,8.0,5,Oui,Excellent,Manuelle,Dédouanée,160000,224999.5,15
Dacia,Duster,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,125000,194999.5,10
Volkswagen,Polo,Diesel,8.0,5,Oui,Très bon,Manuelle,Dédouanée,65000,274999.5,19
Volkswagen,Golf 6,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,120000,184999.5,16
Toyota,RAV 4,Diesel,9.0,5,Non,Excellent,Manuelle,WW au Maroc,90000,324999.5,17
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,306000,72499.5,3
Renault,Koleos,Diesel,6.0,5,Non,Bon,Automatique,WW au Maroc,214000,104999.5,6
Opel,Astra,Diesel,7.0,5,Non,Très bon,Manuelle,Dédouanée,85000,184999.5,13
Dacia,Sandero,Essence,7.0,5,Non,Très bon,Manuelle,WW au Maroc,75000,134999.5,8
Audi,A3,Diesel,8.0,5,Non,Excellent,Automatique,Dédouanée,205000,164999.5,11
Jeep,Renegade,Diesel,7.0,5,Oui,Excellent,Automatique,WW au Maroc,19499,57499.5,4
Peugeot,Partner,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,56000,154999.5,22
Dacia,Dokker,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,90000,97499.5,9
BMW,Série 3,Diesel,8.0,5,Non,Très bon,Automatique,Dédouanée,200000,224999.5,9
Volkswagen,Golf 4,Essence,8.0,5,Non,Endommagé,Manuelle,Dédouanée,53000,7499.5,27
Volvo,S60,Diesel,8.0,5,Non,Très bon,Automatique,WW au Maroc,132000,224999.5,10
Dacia,Sandero,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,125000,82499.5,3
Seat,Ibiza,Diesel,7.0,5,Non,Excellent,Manuelle,Importée neuve,85000,194999.5,15
Citroen,C3,Diesel,6.0,5,Oui,Neuf,Manuelle,WW au Maroc,148000,92499.5,3
Seat,Ibiza,Essence,6.0,5,Oui,Neuf,Automatique,WW au Maroc,219000,17499.5,1
Mitsubishi,L200,Diesel,10.0,3,Oui,Excellent,Manuelle,WW au Maroc,210000,7499.5,1
Ford,Focus,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,136000,174999.5,10
Peugeot,607,Diesel,8.0,5,Oui,Excellent,Manuelle,Dédouanée,54000,154999.5,15
Nissan,Micra,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,120000,144999.5,8
Citroen,Berlingo,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,143000,67499.5,5
Dacia,Dokker,Diesel,6.0,5,Oui,Excellent,Manuelle,Dédouanée,90000,92499.5,4
Ford,Fiesta,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,123000,124999.5,12
Citroen,C3,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,175000,47499.5,6
Renault,Captur,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,206000,17499.5,3
Hyundai,Tucson,Diesel,6.0,5,Oui,Excellent,Automatique,WW au Maroc,288000,67499.5,3
Renault,Clio,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,145000,124999.5,3
Dacia,Sandero,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,65000,144999.5,11
Volkswagen,Polo,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,103000,134999.5,9
Jeep,Grand Cherokee,Diesel,12.0,5,Oui,Neuf,Automatique,WW au Maroc,168000,114999.5,10
Opel,Crossland,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,155000,92499.5,7
Volkswagen,Jetta,Diesel,9.0,5,Oui,Excellent,Automatique,WW au Maroc,210000,52499.5,5
Volvo,XC40,Diesel,7.0,5,Oui,Excellent,Automatique,WW au Maroc,290000,22499.5,5
Skoda,Octavia,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,169000,104999.5,7
Ford,Focus,Diesel,6.0,5,Non,Excellent,Automatique,WW au Maroc,210000,114999.5,4
Renault,Megane,Diesel,7.0,5,Non,Excellent,Manuelle,WW au Maroc,48000,7499.5,22
Dacia,Sandero,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,167000,2499.5,1
Dacia,Lodgy,Diesel,8.0,3,Oui,Très bon,Manuelle,Dédouanée,170000,12499.5,1
Volkswagen,Caddy,Diesel,6.0,3,Oui,Excellent,Manuelle,WW au Maroc,160000,92499.5,5
Fiat,Siena,Essence,7.0,5,Non,Bon,Manuelle,WW au Maroc,27000,144999.5,27
Ford,Fiesta,Essence,7.0,5,Non,Excellent,Manuelle,WW au Maroc,87000,164999.5,9
Dacia,Logan,Diesel,6.0,5,Non,Excellent,Manuelle,Dédouanée,72000,22499.5,12
Fiat,Doblo,Diesel,7.0,3,Oui,Excellent,Manuelle,WW au Maroc,98000,104999.5,6
Peugeot,5008,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,349000,22499.5,2
Peugeot,Rifter,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,185000,57499.5,4
Dacia,Logan,Diesel,6.0,5,Oui,Excellent,Manuelle,WW au Maroc,128000,114999.5,4
Dacia,Logan,Diesel,6.0,5,Oui,Bon,Manuelle,WW au Maroc,75000,224999.5,17
BMW,Série 5,Diesel,8.0,5,Oui,Excellent,Automatique,WW au Maroc,278000,144999.5,7
Citroen,C4,Diesel,6.0,5,Non,Très bon,Manuelle,WW au Maroc,95000,32499.5,14
Mercedes-Benz,Classe C,Diesel,12.0,5,Non,Bon,Automatique,Dédouanée,270000,27499.5,9
Opel,Astra,Diesel,9.0,5,Oui,Excellent,Automatique,WW au Maroc,125000,174999.5,11
Seat,Cordoba,Diesel,6.0,5,Non,Bon,Manuelle,WW au Maroc,68000,224999.5,15
Citroen,C4,Diesel,6.0,5,Non,Très bon,Automatique,WW au Maroc,155000,97499.5,4
Hyundai,Accent,Diesel,6.0,5,Non,Excellent,Manuelle,WW au Maroc,112000,144999.5,8
Hyundai,Accent,Diesel,6.0,5,Oui,Très bon,Manuelle,WW au Maroc,180000,72499.5,3
Fiat,500,Essence,7.0,5,Oui,Neuf,Automatique,WW au Maroc,159000,2499.5,1
